Feature_1,Feature_2,Feature_3,Feature_4,Feature_5
0.21816247213315493,0.03679781115876237,0.008938134546065997,0.4287196578234099,0.6464016652457383
0.7687036127189371,0.6746384161485915,0.493414364924848,1.5689322529548844,2.605921909853601
0.7078313668986608,0.5795769997214285,0.46734993055932594,1.5042581052244346,2.278797709118371
0.46576005157047023,0.16699592243945957,0.07085250562715754,0.884033197138226,1.2304793146801385
0.46303201163229907,0.22446629281760508,0.0990743123532087,0.8452669897684776,1.4499290090423838
0.5457010550024425,0.35543378142771226,0.18027797748028432,1.1446681823123395,1.7558057961782718
0.2933946378316057,0.07385697751339476,0.023446604520260133,0.5073617409734199,0.8976935293543321
0.030282186652167024,0.000882531134536601,3.1299118080033686e-05,0.06147380351933417,0.08770085962632378
0.39380247489502357,0.14638016839607818,0.04987544190393778,0.7497314751273972,1.149773785910485
0.2678550167162934,0.05664867836177224,0.01562991746973691,0.44544706338036344,0.8046853926310229
0.11484097273516244,0.017045561176230472,0.0020963171592013937,0.26426754772848493,0.4069612246423597
0.05249536904281487,0.003031013892110272,0.00020281422231937623,0.10356080536802371,0.18751487131858852
0.5538714540114024,0.2978801125693428,0.14345928096255334,1.0420832887877851,1.5359865310151108
0.3714306967963271,0.10505721523461303,0.040000910720152084,0.6472272033288913,1.0432353354236856
0.4516668158730254,0.2537842700787419,0.11671238285220137,0.9554019019634629,1.5723095795643902
0.8604372293131289,0.8899775061825826,0.8806357042955842,2.012177233507398,2.754639537879679
0.8789709409579016,0.7514036365850134,0.7414873514174553,1.5941614916054738,2.685647162973401
0.5917120883392939,0.375812243255224,0.22776877067240234,1.2675056546421992,1.7431885036080892
0.7272473986398812,0.5752124645777247,0.4121442198525574,1.4670059058833724,2.2697186829065195
0.8785920072050801,0.6672480701846494,0.6311723971183323,1.8052101524351867,2.358590386031571
0.3204963209393003,0.11359550177713404,0.04241226240410401,0.653307823531746,1.013914470357831
0.6085002302536576,0.3703371537725909,0.21512330255616785,1.203682910859578,1.6141616661397946
0.3694304659725156,0.1587375882092543,0.06222370523525635,0.8680448633078982,1.2934557199505035
0.447366414446588,0.22467305799499906,0.10470372285286189,1.0178835852170607,1.4180272857369325
0.8798426108309623,0.7509770048153077,0.7900334944246166,1.9202679040244004,2.6893993443255404
0.803685892825277,0.5593104284046351,0.43138429109488596,1.5269538290901064,2.149239644825643
0.9314387606397425,0.8942924121702651,0.7762613523096898,1.7797013596912092,3.0106830759561465
